PT_FU_02,PT_N2_05,PT_GO2_04_1,PT_N2_19,PT_FU_01_1,PT_LO2_05,PT_N2_06,PT_GO2_03_1
25.995346069335938,-1251.2408447265625,-375.0632629394531,-75.01993560791016,-499.8448791503906,-374.880859375,-375.1545715332031,-375.009033203125
-0.8979343771934509,-1249.2918701171875,-374.69390869140625,-75.00148010253906,-500.3370361328125,-375.2500915527344,-375.0622253417969,-374.947509765625
2.1175591945648193,-1250.6253662109375,-375.46337890625,-75.06299591064453,-500.5010986328125,-375.4039306640625,-375.40081787109375,-375.2550354003906
8.76395320892334,-1250.317626953125,-375.0632629394531,-74.99533081054688,-499.8448791503906,-374.91162109375,-375.1545715332031,-375.2857971191406
8.97934627532959,-1249.9073486328125,-374.9401550292969,-74.98918151855469,-499.9269104003906,-374.91162109375,-374.8775329589844,-374.978271484375
5.4099860191345215,-1250.215087890625,-375.001708984375,-74.98918151855469,-499.9679260253906,-375.18853759765625,-375.3700256347656,-375.1012878417969
4.302253723144531,-1249.7021484375,-374.9709167480469,-74.98302459716797,-500.0089416503906,-375.0654602050781,-375.1853332519531,-375.13201904296875
-3.236480474472046,-1248.7789306640625,-374.6323547363281,-74.9522705078125,-499.59881591796875,-374.6039123535156,-374.6004943847656,-374.7015075683594
10.271699905395508,-1251.1383056640625,-375.0632629394531,-74.94612121582031,-499.9679260253906,-375.3731689453125,-375.00067138671875,-375.0705261230469
2.240640640258789,-1250.420166015625,-375.0632629394531,-74.98918151855469,-499.9269104003906,-374.9423828125,-374.9083251953125,-374.947509765625
4.671497821807861,-1250.317626953125,-374.7247009277344,-74.9645767211914,-500.2140197753906,-375.3731689453125,-374.9390869140625,-375.009033203125
2.0252482891082764,-1250.420166015625,-375.12481689453125,-75.01993560791016,-500.2550354003906,-375.12701416015625,-375.2469177246094,-375.1012878417969
-18.190868377685547,-1250.1124267578125,-375.001708984375,-74.97687530517578,-499.9679260253906,-375.12701416015625,-375.4623718261719,-375.3165283203125
-13.052220344543457,-1249.7021484375,-374.9709167480469,-74.98918151855469,-500.0909729003906,-375.0346984863281,-374.9083251953125,-374.9167785644531
3.7176172733306885,-1250.420166015625,-375.12481689453125,-75.01378631591797,-500.0909729003906,-375.0346984863281,-374.9390869140625,-374.947509765625
11.19481086730957,-1251.1383056640625,-375.3094787597656,-75.04454040527344,-500.3370361328125,-375.2500915527344,-375.21612548828125,-375.1012878417969
1.8406262397766113,-1250.317626953125,-375.1863708496094,-75.02608489990234,-500.1319885253906,-375.15777587890625,-375.123779296875,-375.1012878417969
6.948503017425537,-1249.8046875,-374.9709167480469,-75.03839111328125,-500.2960205078125,-374.8500671386719,-374.5081481933594,-374.82452392578125
10.45632266998291,-1250.0098876953125,-374.90936279296875,-74.99533081054688,-499.80389404296875,-374.7885437011719,-374.81597900390625,-374.947509765625
1.9637075662612915,-1250.215087890625,-375.001708984375,-74.98918151855469,-499.9269104003906,-375.0654602050781,-375.4316101074219,-375.2857971191406
11.133270263671875,-1249.9073486328125,-374.9401550292969,-74.99533081054688,-499.8858947753906,-374.91162109375,-374.84674072265625,-374.8860168457031
2.4560329914093018,-1250.215087890625,-374.9709167480469,-74.97687530517578,-499.8858947753906,-375.0039367675781,-375.123779296875,-375.2550354003906
6.179244518280029,-1250.215087890625,-375.2479248046875,-75.00148010253906,-499.59881591796875,-374.8193054199219,-375.4931640625,-375.0705261230469
25.47224998474121,-1249.2918701171875,-374.69390869140625,-74.95841979980469,-499.59881591796875,-374.6039123535156,-374.5697021484375,-374.76300048828125
7.471599102020264,-1250.7279052734375,-375.3402404785156,-75.00763702392578,-499.63983154296875,-374.8500671386719,-375.2469177246094,-375.3165283203125
8.333168983459473,-1251.651123046875,-375.37103271484375,-75.05068969726562,-500.1730041503906,-374.97314453125,-374.7851867675781,-374.79376220703125
4.609957218170166,-1250.1124267578125,-375.001708984375,-74.98302459716797,-499.8858947753906,-375.0346984863281,-375.1545715332031,-375.0397644042969
1.686774492263794,-1249.7021484375,-375.0940246582031,-75.00148010253906,-499.8858947753906,-374.97314453125,-375.1853332519531,-375.2550354003906
25.01069450378418,-1251.3433837890625,-375.001708984375,-75.01378631591797,-499.8858947753906,-374.9423828125,-374.9390869140625,-375.13201904296875
0.7021234631538391,-1249.7021484375,-374.90936279296875,-75.00763702392578,-500.2140197753906,-375.3424072265625,-375.03143310546875,-374.7015075683594
1.9329372644424438,-1251.03564453125,-375.2171325683594,-74.98918151855469,-499.76287841796875,-374.9423828125,-375.123779296875,-375.13201904296875
-0.12867581844329834,-1251.2408447265625,-375.12481689453125,-74.98302459716797,-499.80389404296875,-374.7885437011719,-374.75439453125,-374.947509765625
-18.283178329467773,-1250.317626953125,-375.2479248046875,-75.05068969726562,-500.4190673828125,-375.3731689453125,-375.2469177246094,-375.0397644042969
-4.928849220275879,-1249.9073486328125,-375.46337890625,-75.03839111328125,-499.68084716796875,-374.5423889160156,-374.81597900390625,-375.3165283203125
2.240640640258789,-1250.1124267578125,-374.9401550292969,-74.99533081054688,-500.0909729003906,-375.3731689453125,-375.3084716796875,-374.82452392578125
8.733182907104492,-1251.03564453125,-375.2479248046875,-75.01993560791016,-499.80389404296875,-374.69622802734375,-374.8775329589844,-375.2857971191406
1.440611720085144,-1249.8046875,-375.032470703125,-75.01378631591797,-500.0089416503906,-374.9423828125,-374.84674072265625,-374.947509765625
