PT_N2_01,PT_N2_03,PT_N2_04,PT_N2_23,PT_GO2_01,PT_GO2_02,PT_H2_01,PT_H2_02,PT_GO2_04_2,PT_FU_05,PT_FU_06,PT_GO2_03_2
-85.36689758300781,-75.0176010131836,-97.32608032226562,-90.88652038574219,-83.06705474853516,-66.04821014404297,-83.52702331542969,-85.82686614990234,108.25556945800781,43.30222702026367,43.30222702026367,-285.1800537109375
-94.3362808227539,-76.62748718261719,-77.31744384765625,-91.11650085449219,-62.598445892333984,-85.36689758300781,-57.308807373046875,-81.45716094970703,108.25556945800781,43.30222702026367,43.30222702026367,-284.8720397949219
-85.36689758300781,-66.04821014404297,-88.81665802001953,-71.33785247802734,-71.56783294677734,-77.31744384765625,-50.17929458618164,-88.356689453125,108.25556945800781,43.30222702026367,43.30222702026367,-284.0711975097656
-69.26799011230469,-69.49797821044922,-87.89672088623047,-79.84727478027344,-75.47756958007812,-58.4587287902832,-45.11963653564453,-66.2781982421875,108.25556945800781,43.30222702026367,43.30222702026367,-285.457275390625
-57.768775939941406,-59.60865020751953,-63.51838302612305,-73.6376953125,-80.9971923828125,-64.8982925415039,-55.92890167236328,-45.57960510253906,108.25556945800781,43.30222702026367,43.30222702026367,-286.3042907714844
-62.598445892333984,-73.40770721435547,-68.11807250976562,-56.38887023925781,-73.17772674560547,-52.93910598754883,-55.00896453857422,-70.18792724609375,108.25556945800781,43.30222702026367,43.30222702026367,-284.65643310546875
-80.7672119140625,-61.90849304199219,-60.528587341308594,-71.79782104492188,-43.279762268066406,-72.94773864746094,-53.39907455444336,-64.8982925415039,108.25556945800781,43.30222702026367,43.30222702026367,-284.28680419921875
-59.378665924072266,-69.72795867919922,-69.26799011230469,-67.19813537597656,-62.598445892333984,-57.53879165649414,-54.54899597167969,-66.5081787109375,108.25556945800781,43.30222702026367,43.30222702026367,-284.517822265625
-51.32921600341797,-75.2475814819336,-62.13847732543945,-71.10786437988281,-59.378665924072266,-54.54899597167969,-49.25935363769531,-62.82843017578125,108.25556945800781,43.30222702026367,43.30222702026367,-283.9787902832031
-59.378665924072266,-76.85747528076172,-66.96814727783203,-75.0176010131836,-61.448524475097656,-66.04821014404297,-49.949310302734375,-69.72795867919922,108.25556945800781,43.30222702026367,43.30222702026367,-283.90179443359375
